Date,Open,High,Low,Close,Adj Close,Volume,Symbol,Sector,Industry,Market,QuoteType,Dividend Yield,Debt-to-Equity Ratio,Current Ratio,Earning per Share,Variability Index
2023-12-28,720.0,727.0,670.0,677.5,677.5,15106934,AZAD,Industrials,Specialty Industrial Machinery,N/A,EQUITY,,6.113,4.293,11.25,0.08507462686567165
2023-12-29,685.5,714.4000244140625,684.0499877929688,692.0499877929688,692.0499877929688,3447128,AZAD,Industrials,Specialty Industrial Machinery,N/A,EQUITY,,6.113,4.293,11.25,0.044368156074405696
2024-01-01,696.75,702.0,680.0,683.3499755859375,683.3499755859375,762525,AZAD,Industrials,Specialty Industrial Machinery,N/A,EQUITY,,6.113,4.293,11.25,0.03235294117647059
2024-01-02,683.5,693.6500244140625,675.0,676.0999755859375,676.0999755859375,787783,AZAD,Industrials,Specialty Industrial Machinery,N/A,EQUITY,,6.113,4.293,11.25,0.027629665798611112
2024-01-03,676.9500122070312,682.0,665.2000122070312,666.7999877929688,666.7999877929688,558334,AZAD,Industrials,Specialty Industrial Machinery,N/A,EQUITY,,6.113,4.293,11.25,0.0252555434225399
2024-01-04,665.0,673.5999755859375,660.0,661.0999755859375,661.0999755859375,436763,AZAD,Industrials,Specialty Industrial Machinery,N/A,EQUITY,,6.113,4.293,11.25,0.02060602361505682
2024-01-05,664.6500244140625,674.8499755859375,657.25,661.7000122070312,661.7000122070312,542662,AZAD,Industrials,Specialty Industrial Machinery,N/A,EQUITY,,6.113,4.293,11.25,0.026778205532046406
2024-01-08,662.0,669.0,648.4000244140625,659.4500122070312,659.4500122070312,541995,AZAD,Industrials,Specialty Industrial Machinery,N/A,EQUITY,,6.113,4.293,11.25,0.0317704731805848
2024-01-09,664.0,672.0,658.2999877929688,667.2000122070312,667.2000122070312,581493,AZAD,Industrials,Specialty Industrial Machinery,N/A,EQUITY,,6.113,4.293,11.25,0.020811199242099666
2024-01-10,667.2000122070312,675.9000244140625,663.4000244140625,673.5999755859375,673.5999755859375,399548,AZAD,Industrials,Specialty Industrial Machinery,N/A,EQUITY,,6.113,4.293,11.25,0.018842326710856585
2024-01-11,675.0,677.4000244140625,666.2000122070312,669.7999877929688,669.7999877929688,275412,AZAD,Industrials,Specialty Industrial Machinery,N/A,EQUITY,,6.113,4.293,11.25,0.01681178625309104
2024-01-12,689.75,706.0499877929688,684.7000122070312,689.7999877929688,689.7999877929688,1071933,AZAD,Industrials,Specialty Industrial Machinery,N/A,EQUITY,,6.113,4.293,11.25,0.03118150314780768
2024-01-15,689.7999877929688,689.7999877929688,689.7999877929688,689.7999877929688,689.7999877929688,0,AZAD,Industrials,Specialty Industrial Machinery,N/A,EQUITY,,6.113,4.293,11.25,0.0
2024-01-16,686.0,686.0,664.6500244140625,669.5999755859375,669.5999755859375,249283,AZAD,Industrials,Specialty Industrial Machinery,N/A,EQUITY,,6.113,4.293,11.25,0.032122131650802334
2024-01-17,667.0,674.0499877929688,642.4000244140625,659.1500244140625,659.1500244140625,269257,AZAD,Industrials,Specialty Industrial Machinery,N/A,EQUITY,,6.113,4.293,11.25,0.04926830973858446
2024-01-18,657.1500244140625,668.6500244140625,643.3499755859375,665.2999877929688,665.2999877929688,286285,AZAD,Industrials,Specialty Industrial Machinery,N/A,EQUITY,,6.113,4.293,11.25,0.039325483466573115
2024-01-19,670.0,678.0999755859375,666.6500244140625,670.0499877929688,670.0499877929688,148856,AZAD,Industrials,Specialty Industrial Machinery,N/A,EQUITY,,6.113,4.293,11.25,0.017175355512720012
2024-01-23,680.0,687.75,665.0,670.5499877929688,670.5499877929688,327607,AZAD,Industrials,Specialty Industrial Machinery,N/A,EQUITY,,6.113,4.293,11.25,0.034210526315789476
2024-01-24,679.5,683.0,669.0,670.8499755859375,670.8499755859375,245282,AZAD,Industrials,Specialty Industrial Machinery,N/A,EQUITY,,6.113,4.293,11.25,0.02092675635276532
2024-01-25,677.0,682.0,672.0,676.1500244140625,676.1500244140625,140295,AZAD,Industrials,Specialty Industrial Machinery,N/A,EQUITY,,6.113,4.293,11.25,0.01488095238095238
2024-01-29,683.6500244140625,745.9000244140625,681.0499877929688,711.9500122070312,711.9500122070312,3152212,AZAD,Industrials,Specialty Industrial Machinery,N/A,EQUITY,,6.113,4.293,11.25,0.09522067070472866
2024-01-30,723.2999877929688,854.2999877929688,717.6500244140625,854.2999877929688,854.2999877929688,5226821,AZAD,Industrials,Specialty Industrial Machinery,N/A,EQUITY,,6.113,4.293,11.25,0.1904130965375169
2024-01-31,919.0,1013.4000244140625,892.2999877929688,961.25,961.25,8395202,AZAD,Industrials,Specialty Industrial Machinery,N/A,EQUITY,,6.113,4.293,11.25,0.13571673011071625
2024-02-01,955.0,981.5499877929688,925.0,943.4000244140625,943.4000244140625,1303874,AZAD,Industrials,Specialty Industrial Machinery,N/A,EQUITY,,6.113,4.293,11.25,0.0611351219383446
2024-02-02,952.0,969.0,936.5499877929688,945.4000244140625,945.4000244140625,476628,AZAD,Industrials,Specialty Industrial Machinery,N/A,EQUITY,,6.113,4.293,11.25,0.03464845724199034
2024-02-05,945.7000122070312,953.4500122070312,900.0,932.2000122070312,932.2000122070312,536826,AZAD,Industrials,Specialty Industrial Machinery,N/A,EQUITY,,6.113,4.293,11.25,0.05938890245225695
2024-02-06,932.0,936.4500122070312,892.0,898.4000244140625,898.4000244140625,426753,AZAD,Industrials,Specialty Industrial Machinery,N/A,EQUITY,,6.113,4.293,11.25,0.04983185225003503
2024-02-07,955.0,988.2000122070312,940.0,988.2000122070312,988.2000122070312,1099485,AZAD,Industrials,Specialty Industrial Machinery,N/A,EQUITY,,6.113,4.293,11.25,0.051276608730884306
2024-02-08,1010.0,1045.0,970.0499877929688,991.5,991.5,1111615,AZAD,Industrials,Specialty Industrial Machinery,N/A,EQUITY,,6.113,4.293,11.25,0.07726407210988732
2024-02-09,1012.0,1014.0,940.7000122070312,970.25,970.25,394246,AZAD,Industrials,Specialty Industrial Machinery,N/A,EQUITY,,6.113,4.293,11.25,0.07792068336535403
2024-02-12,978.6500244140625,994.7000122070312,930.5999755859375,958.8499755859375,958.8499755859375,292026,AZAD,Industrials,Specialty Industrial Machinery,N/A,EQUITY,,6.113,4.293,11.25,0.06888033344373792
2024-02-13,960.0,989.9500122070312,899.9000244140625,979.6500244140625,979.6500244140625,394676,AZAD,Industrials,Specialty Industrial Machinery,N/A,EQUITY,,6.113,4.293,11.25,0.10006665779523849
2024-02-14,963.9500122070312,1020.0,934.75,1015.3499755859375,1015.3499755859375,392419,AZAD,Industrials,Specialty Industrial Machinery,N/A,EQUITY,,6.113,4.293,11.25,0.0912008558438085
2024-02-15,1029.6500244140625,1100.0,1027.8499755859375,1071.5,1071.5,682435,AZAD,Industrials,Specialty Industrial Machinery,N/A,EQUITY,,6.113,4.293,11.25,0.07019509279351062
2024-02-16,1077.0,1144.0,1075.0,1113.4000244140625,1113.4000244140625,588802,AZAD,Industrials,Specialty Industrial Machinery,N/A,EQUITY,,6.113,4.293,11.25,0.0641860465116279
2024-02-19,1123.0,1224.699951171875,1116.3499755859375,1224.699951171875,1224.699951171875,494030,AZAD,Industrials,Specialty Industrial Machinery,N/A,EQUITY,,6.113,4.293,11.25,0.09705735473238843
2024-02-20,1269.0,1285.9000244140625,1209.0,1216.25,1216.25,786530,AZAD,Industrials,Specialty Industrial Machinery,N/A,EQUITY,,6.113,4.293,11.25,0.06360630638053143
2024-02-21,1228.6500244140625,1228.6500244140625,1155.449951171875,1158.449951171875,1158.449951171875,368876,AZAD,Industrials,Specialty Industrial Machinery,N/A,EQUITY,,6.113,4.293,11.25,0.06335200686792783
2024-02-22,1179.800048828125,1216.3499755859375,1116.050048828125,1216.3499755859375,1216.3499755859375,514314,AZAD,Industrials,Specialty Industrial Machinery,N/A,EQUITY,,6.113,4.293,11.25,0.0898704559559219
2024-02-23,1239.8499755859375,1248.300048828125,1195.050048828125,1203.6500244140625,1203.6500244140625,277247,AZAD,Industrials,Specialty Industrial Machinery,N/A,EQUITY,,6.113,4.293,11.25,0.04455880325030516
2024-02-26,1215.0,1219.0,1180.75,1186.550048828125,1186.550048828125,152337,AZAD,Industrials,Specialty Industrial Machinery,N/A,EQUITY,,6.113,4.293,11.25,0.03239466440821512
2024-02-27,1186.0,1212.0,1171.5,1180.449951171875,1180.449951171875,222472,AZAD,Industrials,Specialty Industrial Machinery,N/A,EQUITY,,6.113,4.293,11.25,0.034571062740076826
2024-02-28,1174.949951171875,1205.0,1164.0999755859375,1180.699951171875,1180.699951171875,244937,AZAD,Industrials,Specialty Industrial Machinery,N/A,EQUITY,,6.113,4.293,11.25,0.035134460331446966
2024-02-29,1193.0,1238.800048828125,1180.699951171875,1210.3499755859375,1210.3499755859375,350624,AZAD,Industrials,Specialty Industrial Machinery,N/A,EQUITY,,6.113,4.293,11.25,0.04920818163715867
2024-03-01,1240.3499755859375,1270.8499755859375,1230.0,1270.8499755859375,1270.8499755859375,468627,AZAD,Industrials,Specialty Industrial Machinery,N/A,EQUITY,,6.113,4.293,11.25,0.03321136226498984
2024-03-04,1360.0,1401.050048828125,1335.0,1400.25,1400.25,656805,AZAD,Industrials,Specialty Industrial Machinery,N/A,EQUITY,,6.113,4.293,11.25,0.04947569200608614
2024-03-05,1424.800048828125,1465.0,1349.0,1356.9000244140625,1356.9000244140625,830654,AZAD,Industrials,Specialty Industrial Machinery,N/A,EQUITY,,6.113,4.293,11.25,0.08598962194217939
2024-03-06,1358.0,1380.0,1289.050048828125,1297.800048828125,1297.800048828125,554005,AZAD,Industrials,Specialty Industrial Machinery,N/A,EQUITY,,6.113,4.293,11.25,0.07055579514120307
2024-03-07,1345.0,1362.6500244140625,1325.25,1356.4000244140625,1356.4000244140625,365818,AZAD,Industrials,Specialty Industrial Machinery,N/A,EQUITY,,6.113,4.293,11.25,0.02822110878254103
2024-03-11,1360.0,1360.0,1292.1500244140625,1302.800048828125,1302.800048828125,287062,AZAD,Industrials,Specialty Industrial Machinery,N/A,EQUITY,,6.113,4.293,11.25,0.05250936369923818
2024-03-12,1334.949951171875,1334.949951171875,1251.050048828125,1283.0999755859375,1283.0999755859375,308305,AZAD,Industrials,Specialty Industrial Machinery,N/A,EQUITY,,6.113,4.293,11.25,0.06706358584322038
2024-03-13,1270.0,1299.0,1218.949951171875,1218.949951171875,1218.949951171875,208958,AZAD,Industrials,Specialty Industrial Machinery,N/A,EQUITY,,6.113,4.293,11.25,0.06567131714568464
2024-03-14,1185.0,1256.800048828125,1158.0,1222.3499755859375,1222.3499755859375,493599,AZAD,Industrials,Specialty Industrial Machinery,N/A,EQUITY,,6.113,4.293,11.25,0.08531955857351037
2024-03-15,1231.050048828125,1259.4000244140625,1193.050048828125,1214.0999755859375,1214.0999755859375,137935,AZAD,Industrials,Specialty Industrial Machinery,N/A,EQUITY,,6.113,4.293,11.25,0.055613740304616605
2024-03-18,1229.9000244140625,1260.0,1216.199951171875,1229.8499755859375,1229.8499755859375,140845,AZAD,Industrials,Specialty Industrial Machinery,N/A,EQUITY,,6.113,4.293,11.25,0.03601385511150635
2024-03-19,1229.550048828125,1240.75,1203.0999755859375,1214.949951171875,1214.949951171875,59509,AZAD,Industrials,Specialty Industrial Machinery,N/A,EQUITY,,6.113,4.293,11.25,0.031294177689369554
